,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
888,"Fri, Mar 1, 2024",7:30p,Dallas Mavericks,110.0,Boston Celtics,138.0,Box Score,,"19,156",TD Garden,
889,"Fri, Mar 1, 2024",7:30p,Golden State Warriors,120.0,Toronto Raptors,105.0,Box Score,,"19,8",Scotiabank Arena,
890,"Fri, Mar 1, 2024",8:00p,Portland Trail Blazers,122.0,Memphis Grizzlies,92.0,Box Score,,"15,493",FedEx Forum,
891,"Fri, Mar 1, 2024",8:00p,Sacramento Kings,124.0,Minnesota Timberwolves,120.0,Box Score,OT,"18,024",Target Center,
892,"Fri, Mar 1, 2024",8:00p,Indiana Pacers,102.0,New Orleans Pelicans,129.0,Box Score,,"17,898",Smoothie King Center,
893,"Fri, Mar 1, 2024",10:00p,Milwaukee Bucks,113.0,Chicago Bulls,97.0,Box Score,,"21,249",United Center,
894,"Fri, Mar 1, 2024",10:30p,Washington Wizards,115.0,Los Angeles Clippers,140.0,Box Score,,"19,37",Crypto.com Arena,
895,"Sat, Mar 2, 2024",3:00p,Atlanta Hawks,102.0,Brooklyn Nets,114.0,Box Score,,"18,075",Barclays Center,
896,"Sat, Mar 2, 2024",5:00p,Utah Jazz,120.0,Miami Heat,126.0,Box Score,,"19,858",Kaseya Center,
897,"Sat, Mar 2, 2024",8:00p,Portland Trail Blazers,107.0,Memphis Grizzlies,100.0,Box Score,OT,"16,381",FedEx Forum,
898,"Sat, Mar 2, 2024",8:30p,Denver Nuggets,124.0,Los Angeles Lakers,114.0,Box Score,,"18,997",Crypto.com Arena,
899,"Sat, Mar 2, 2024",9:00p,Houston Rockets,118.0,Phoenix Suns,109.0,Box Score,,"17,071",Footprint Center,
900,"Sun, Mar 3, 2024",1:00p,Philadelphia 76ers,120.0,Dallas Mavericks,116.0,Box Score,,"20,277",American Airlines Center,
901,"Sun, Mar 3, 2024",3:30p,Golden State Warriors,88.0,Boston Celtics,140.0,Box Score,,"19,156",TD Garden,
902,"Sun, Mar 3, 2024",3:30p,Los Angeles Clippers,89.0,Minnesota Timberwolves,88.0,Box Score,,"18,024",Target Center,
903,"Sun, Mar 3, 2024",6:00p,Detroit Pistons,91.0,Orlando Magic,113.0,Box Score,,"19,459",Kia Center,
904,"Sun, Mar 3, 2024",6:00p,Charlotte Hornets,106.0,Toronto Raptors,111.0,Box Score,,"19,512",Scotiabank Arena,
905,"Sun, Mar 3, 2024",7:00p,New York Knicks,107.0,Cleveland Cavaliers,98.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
906,"Sun, Mar 3, 2024",7:00p,Indiana Pacers,105.0,San Antonio Spurs,117.0,Box Score,,"18,027",Frost Bank Center,
907,"Sun, Mar 3, 2024",9:30p,Oklahoma City Thunder,118.0,Phoenix Suns,110.0,Box Score,,"17,071",Footprint Center,
908,"Mon, Mar 4, 2024",7:30p,Memphis Grizzlies,106.0,Brooklyn Nets,102.0,Box Score,,"15,847",Barclays Center,
909,"Mon, Mar 4, 2024",8:00p,Los Angeles Clippers,106.0,Milwaukee Bucks,113.0,Box Score,,"17,875",Fiserv Forum,
910,"Mon, Mar 4, 2024",8:00p,Portland Trail Blazers,114.0,Minnesota Timberwolves,119.0,Box Score,,"18,024",Target Center,
911,"Mon, Mar 4, 2024",9:00p,Washington Wizards,115.0,Utah Jazz,127.0,Box Score,,"18,206",Delta Center,
912,"Mon, Mar 4, 2024",10:00p,Chicago Bulls,113.0,Sacramento Kings,109.0,Box Score,,"17,832",Golden 1 Center,
913,"Mon, Mar 4, 2024",10:30p,Oklahoma City Thunder,104.0,Los Angeles Lakers,116.0,Box Score,,"18,997",Crypto.com Arena,
914,"Tue, Mar 5, 2024",7:00p,Orlando Magic,101.0,Charlotte Hornets,89.0,Box Score,,"15,928",Spectrum Center,
915,"Tue, Mar 5, 2024",7:30p,Philadelphia 76ers,107.0,Brooklyn Nets,112.0,Box Score,,"17,086",Barclays Center,
916,"Tue, Mar 5, 2024",7:30p,Boston Celtics,104.0,Cleveland Cavaliers,105.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
917,"Tue, Mar 5, 2024",7:30p,Detroit Pistons,110.0,Miami Heat,118.0,Box Score,,"19,724",Kaseya Center,
918,"Tue, Mar 5, 2024",7:30p,Atlanta Hawks,116.0,New York Knicks,100.0,Box Score,,"19,812",Madison Square Garden (IV),
919,"Tue, Mar 5, 2024",7:30p,New Orleans Pelicans,139.0,Toronto Raptors,98.0,Box Score,,"18,864",Scotiabank Arena,
920,"Tue, Mar 5, 2024",8:00p,San Antonio Spurs,101.0,Houston Rockets,114.0,Box Score,,"16,734",Toyota Center,
921,"Tue, Mar 5, 2024",8:30p,Indiana Pacers,137.0,Dallas Mavericks,120.0,Box Score,,"20,2",American Airlines Center,
922,"Tue, Mar 5, 2024",10:00p,Phoenix Suns,117.0,Denver Nuggets,107.0,Box Score,OT,"19,589",Ball Arena,
923,"Wed, Mar 6, 2024",7:00p,Orlando Magic,119.0,Washington Wizards,109.0,Box Score,,"16,018",Capital One Arena,
924,"Wed, Mar 6, 2024",7:30p,Cleveland Cavaliers,101.0,Atlanta Hawks,112.0,Box Score,,"15,841",State Farm Arena,
925,"Wed, Mar 6, 2024",7:30p,Los Angeles Clippers,122.0,Houston Rockets,116.0,Box Score,,"17,033",Toyota Center,
926,"Wed, Mar 6, 2024",7:30p,Memphis Grizzlies,115.0,Philadelphia 76ers,109.0,Box Score,,"19,757",Wells Fargo Center,
927,"Wed, Mar 6, 2024",9:00p,Chicago Bulls,119.0,Utah Jazz,117.0,Box Score,,"18,206",Delta Center,
928,"Wed, Mar 6, 2024",10:00p,Milwaukee Bucks,90.0,Golden State Warriors,125.0,Box Score,,"18,064",Chase Center,
929,"Wed, Mar 6, 2024",10:00p,Oklahoma City Thunder,128.0,Portland Trail Blazers,120.0,Box Score,,"17,589",Moda Center,
930,"Wed, Mar 6, 2024",10:30p,Sacramento Kings,130.0,Los Angeles Lakers,120.0,Box Score,,"18,498",Crypto.com Arena,
931,"Thu, Mar 7, 2024",7:00p,Brooklyn Nets,112.0,Detroit Pistons,118.0,Box Score,,"19,011",Little Caesars Arena,
932,"Thu, Mar 7, 2024",7:00p,Minnesota Timberwolves,113.0,Indiana Pacers,111.0,Box Score,,"16,58",Gainbridge Fieldhouse,
933,"Thu, Mar 7, 2024",7:30p,Miami Heat,108.0,Dallas Mavericks,114.0,Box Score,,"20,221",American Airlines Center,
934,"Thu, Mar 7, 2024",9:00p,Toronto Raptors,113.0,Phoenix Suns,120.0,Box Score,,"17,071",Footprint Center,
935,"Thu, Mar 7, 2024",10:00p,Boston Celtics,109.0,Denver Nuggets,115.0,Box Score,,"19,855",Ball Arena,
936,"Thu, Mar 7, 2024",10:00p,Chicago Bulls,125.0,Golden State Warriors,122.0,Box Score,,"18,064",Chase Center,
937,"Thu, Mar 7, 2024",10:00p,San Antonio Spurs,129.0,Sacramento Kings,131.0,Box Score,,"17,968",Golden 1 Center,
938,"Fri, Mar 8, 2024",7:00p,New Orleans Pelicans,103.0,Philadelphia 76ers,95.0,Box Score,,"19,777",Wells Fargo Center,
939,"Fri, Mar 8, 2024",7:00p,Charlotte Hornets,100.0,Washington Wizards,112.0,Box Score,,"18,778",Capital One Arena,
940,"Fri, Mar 8, 2024",7:30p,Minnesota Timberwolves,104.0,Cleveland Cavaliers,113.0,Box Score,OT,"19,432",Rocket Mortgage Fieldhouse,
941,"Fri, Mar 8, 2024",7:30p,Orlando Magic,74.0,New York Knicks,98.0,Box Score,,"19,812",Madison Square Garden (IV),
942,"Fri, Mar 8, 2024",8:00p,Atlanta Hawks,99.0,Memphis Grizzlies,92.0,Box Score,,"16,667",FedEx Forum,
943,"Fri, Mar 8, 2024",8:00p,Miami Heat,100.0,Oklahoma City Thunder,107.0,Box Score,,"18,203",Paycom Center,
944,"Fri, Mar 8, 2024",10:00p,Milwaukee Bucks,122.0,Los Angeles Lakers,123.0,Box Score,,"18,997",Crypto.com Arena,
945,"Fri, Mar 8, 2024",10:00p,Houston Rockets,123.0,Portland Trail Blazers,107.0,Box Score,,"18,139",Moda Center,
946,"Sat, Mar 9, 2024",4:00p,Chicago Bulls,102.0,Los Angeles Clippers,112.0,Box Score,,"19,37",Crypto.com Arena,
947,"Sat, Mar 9, 2024",7:00p,Brooklyn Nets,99.0,Charlotte Hornets,110.0,Box Score,,"19,09",Spectrum Center,
948,"Sat, Mar 9, 2024",7:00p,Dallas Mavericks,142.0,Detroit Pistons,124.0,Box Score,,"20,062",Little Caesars Arena,
949,"Sat, Mar 9, 2024",8:30p,San Antonio Spurs,126.0,Golden State Warriors,113.0,Box Score,,"18,064",Chase Center,
950,"Sat, Mar 9, 2024",8:30p,Boston Celtics,117.0,Phoenix Suns,107.0,Box Score,,"17,071",Footprint Center,
951,"Sat, Mar 9, 2024",9:00p,Utah Jazz,121.0,Denver Nuggets,142.0,Box Score,,"19,632",Ball Arena,
952,"Sat, Mar 9, 2024",10:00p,Toronto Raptors,118.0,Portland Trail Blazers,128.0,Box Score,OT,"18,117",Moda Center,
953,"Sun, Mar 10, 2024",3:00p,Milwaukee Bucks,124.0,Los Angeles Clippers,117.0,Box Score,,"19,37",Crypto.com Arena,
954,"Sun, Mar 10, 2024",6:00p,New Orleans Pelicans,116.0,Atlanta Hawks,103.0,Box Score,,"17,695",State Farm Arena,
955,"Sun, Mar 10, 2024",6:00p,Washington Wizards,110.0,Miami Heat,108.0,Box Score,,"19,73",Kaseya Center,
956,"Sun, Mar 10, 2024",6:00p,Indiana Pacers,111.0,Orlando Magic,97.0,Box Score,,"19,481",Kia Center,
957,"Sun, Mar 10, 2024",6:00p,Houston Rockets,112.0,Sacramento Kings,104.0,Box Score,,"18,022",Golden 1 Center,
958,"Sun, Mar 10, 2024",7:00p,Brooklyn Nets,120.0,Cleveland Cavaliers,101.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
959,"Sun, Mar 10, 2024",7:00p,Philadelphia 76ers,79.0,New York Knicks,73.0,Box Score,,"19,812",Madison Square Garden (IV),
960,"Sun, Mar 10, 2024",7:00p,Memphis Grizzlies,93.0,Oklahoma City Thunder,124.0,Box Score,,"18,203",Paycom Center,
961,"Sun, Mar 10, 2024",9:30p,Minnesota Timberwolves,109.0,Los Angeles Lakers,120.0,Box Score,,"18,997",Crypto.com Arena,
962,"Mon, Mar 11, 2024",7:00p,Charlotte Hornets,97.0,Detroit Pistons,114.0,Box Score,,"18,003",Little Caesars Arena,
963,"Mon, Mar 11, 2024",7:30p,Phoenix Suns,117.0,Cleveland Cavaliers,111.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
964,"Mon, Mar 11, 2024",8:00p,Dallas Mavericks,127.0,Chicago Bulls,92.0,Box Score,,"21,363",United Center,
965,"Mon, Mar 11, 2024",8:00p,Golden State Warriors,112.0,San Antonio Spurs,102.0,Box Score,,"18,354",Frost Bank Center,
966,"Mon, Mar 11, 2024",9:00p,Toronto Raptors,119.0,Denver Nuggets,125.0,Box Score,,"19,652",Ball Arena,
967,"Mon, Mar 11, 2024",10:30p,Boston Celtics,121.0,Portland Trail Blazers,99.0,Box Score,,"18,48",Moda Center,
968,"Tue, Mar 12, 2024",7:30p,Philadelphia 76ers,79.0,New York Knicks,106.0,Box Score,,"19,812",Madison Square Garden (IV),
969,"Tue, Mar 12, 2024",8:00p,Washington Wizards,97.0,Memphis Grizzlies,109.0,Box Score,,"15,291",FedEx Forum,
970,"Tue, Mar 12, 2024",8:00p,Indiana Pacers,121.0,Oklahoma City Thunder,111.0,Box Score,,"17,118",Paycom Center,
971,"Tue, Mar 12, 2024",8:30p,Houston Rockets,103.0,San Antonio Spurs,101.0,Box Score,,"18,751",Frost Bank Center,
972,"Tue, Mar 12, 2024",9:00p,Boston Celtics,123.0,Utah Jazz,107.0,Box Score,,"18,206",Delta Center,
973,"Tue, Mar 12, 2024",10:00p,Minnesota Timberwolves,118.0,Los Angeles Clippers,100.0,Box Score,,"19,37",Crypto.com Arena,
974,"Tue, Mar 12, 2024",10:00p,Milwaukee Bucks,94.0,Sacramento Kings,129.0,Box Score,,"17,832",Golden 1 Center,
975,"Wed, Mar 13, 2024",7:00p,Toronto Raptors,104.0,Detroit Pistons,113.0,Box Score,,"19,313",Little Caesars Arena,
976,"Wed, Mar 13, 2024",7:00p,Brooklyn Nets,106.0,Orlando Magic,114.0,Box Score,,"18,846",Kia Center,
977,"Wed, Mar 13, 2024",7:30p,Chicago Bulls,132.0,Indiana Pacers,129.0,Box Score,OT,"17,274",Gainbridge Fieldhouse,
978,"Wed, Mar 13, 2024",7:30p,Denver Nuggets,100.0,Miami Heat,88.0,Box Score,,"19,921",Kaseya Center,
979,"Wed, Mar 13, 2024",8:00p,Charlotte Hornets,110.0,Memphis Grizzlies,98.0,Box Score,,"16,717",FedEx Forum,
980,"Wed, Mar 13, 2024",8:00p,Cleveland Cavaliers,116.0,New Orleans Pelicans,95.0,Box Score,,"17,727",Smoothie King Center,
981,"Wed, Mar 13, 2024",8:30p,Golden State Warriors,99.0,Dallas Mavericks,109.0,Box Score,,"20,411",American Airlines Center,
982,"Wed, Mar 13, 2024",10:00p,Atlanta Hawks,102.0,Portland Trail Blazers,106.0,Box Score,,"18,064",Moda Center,
983,"Wed, Mar 13, 2024",10:00p,Los Angeles Lakers,107.0,Sacramento Kings,120.0,Box Score,,"18,332",Golden 1 Center,
984,"Thu, Mar 14, 2024",7:30p,Phoenix Suns,112.0,Boston Celtics,127.0,Box Score,,"19,156",TD Garden,
985,"Thu, Mar 14, 2024",8:00p,Los Angeles Clippers,126.0,Chicago Bulls,111.0,Box Score,,"21,219",United Center,
986,"Thu, Mar 14, 2024",8:00p,Washington Wizards,119.0,Houston Rockets,135.0,Box Score,,"18,055",Toyota Center,
987,"Thu, Mar 14, 2024",8:00p,Philadelphia 76ers,105.0,Milwaukee Bucks,114.0,Box Score,,"17,635",Fiserv Forum,
988,"Thu, Mar 14, 2024",10:00p,Dallas Mavericks,119.0,Oklahoma City Thunder,126.0,Box Score,,"18,203",Paycom Center,
989,"Thu, Mar 14, 2024",10:00p,New York Knicks,105.0,Portland Trail Blazers,93.0,Box Score,,"17,768",Moda Center,
990,"Fri, Mar 15, 2024",7:00p,Phoenix Suns,107.0,Charlotte Hornets,96.0,Box Score,,"18,613",Spectrum Center,
991,"Fri, Mar 15, 2024",7:00p,Miami Heat,108.0,Detroit Pistons,95.0,Box Score,,"19,894",Little Caesars Arena,
992,"Fri, Mar 15, 2024",7:30p,Orlando Magic,113.0,Toronto Raptors,103.0,Box Score,,"19,8",Scotiabank Arena,
993,"Fri, Mar 15, 2024",8:00p,Los Angeles Clippers,104.0,New Orleans Pelicans,112.0,Box Score,,"18,865",Smoothie King Center,
994,"Fri, Mar 15, 2024",8:30p,Denver Nuggets,117.0,San Antonio Spurs,106.0,Box Score,,"16,223",Moody Center,
995,"Fri, Mar 15, 2024",9:30p,Atlanta Hawks,122.0,Utah Jazz,124.0,Box Score,,"18,206",Delta Center,
996,"Sat, Mar 16, 2024",5:00p,Cleveland Cavaliers,103.0,Houston Rockets,117.0,Box Score,,"18,055",Toyota Center,
997,"Sat, Mar 16, 2024",7:00p,Brooklyn Nets,100.0,Indiana Pacers,121.0,Box Score,,"17,009",Gainbridge Fieldhouse,
998,"Sat, Mar 16, 2024",7:00p,Portland Trail Blazers,107.0,New Orleans Pelicans,126.0,Box Score,,"17,725",Smoothie King Center,
999,"Sat, Mar 16, 2024",7:00p,Charlotte Hornets,98.0,Philadelphia 76ers,109.0,Box Score,,"19,957",Wells Fargo Center,
1000,"Sat, Mar 16, 2024",8:00p,Washington Wizards,98.0,Chicago Bulls,127.0,Box Score,,"21,697",United Center,
1001,"Sat, Mar 16, 2024",8:00p,Oklahoma City Thunder,118.0,Memphis Grizzlies,112.0,Box Score,,"17,012",FedEx Forum,
1002,"Sat, Mar 16, 2024",8:30p,Golden State Warriors,128.0,Los Angeles Lakers,121.0,Box Score,,"18,997",Crypto.com Arena,
1003,"Sat, Mar 16, 2024",9:30p,Minnesota Timberwolves,119.0,Utah Jazz,100.0,Box Score,,"18,206",Delta Center,
1004,"Sat, Mar 16, 2024",10:00p,New York Knicks,98.0,Sacramento Kings,91.0,Box Score,,"18,311",Golden 1 Center,
1005,"Sun, Mar 17, 2024",1:00p,Phoenix Suns,129.0,Milwaukee Bucks,140.0,Box Score,,"17,783",Fiserv Forum,
1006,"Sun, Mar 17, 2024",3:00p,Miami Heat,104.0,Detroit Pistons,101.0,Box Score,,"20,004",Little Caesars Arena,
1007,"Sun, Mar 17, 2024",3:30p,Denver Nuggets,105.0,Dallas Mavericks,107.0,Box Score,,"20,377",American Airlines Center,
1008,"Sun, Mar 17, 2024",6:00p,Toronto Raptors,96.0,Orlando Magic,111.0,Box Score,,"18,846",Kia Center,
1009,"Sun, Mar 17, 2024",6:00p,Boston Celtics,130.0,Washington Wizards,104.0,Box Score,,"20,333",Capital One Arena,
1010,"Sun, Mar 17, 2024",7:00p,Brooklyn Nets,115.0,San Antonio Spurs,122.0,Box Score,OT,"16,057",Moody Center,
1011,"Sun, Mar 17, 2024",9:30p,Atlanta Hawks,110.0,Los Angeles Clippers,93.0,Box Score,,"19,37",Crypto.com Arena,
1012,"Mon, Mar 18, 2024",7:00p,Cleveland Cavaliers,108.0,Indiana Pacers,103.0,Box Score,,"17,274",Gainbridge Fieldhouse,
1013,"Mon, Mar 18, 2024",7:30p,Detroit Pistons,94.0,Boston Celtics,119.0,Box Score,,"19,156",TD Garden,
1014,"Mon, Mar 18, 2024",7:30p,Miami Heat,91.0,Philadelphia 76ers,98.0,Box Score,,"19,782",Wells Fargo Center,
1015,"Mon, Mar 18, 2024",8:00p,Portland Trail Blazers,107.0,Chicago Bulls,110.0,Box Score,,"20,293",United Center,
1016,"Mon, Mar 18, 2024",9:00p,Minnesota Timberwolves,114.0,Utah Jazz,104.0,Box Score,,"18,206",Delta Center,
1017,"Mon, Mar 18, 2024",10:00p,New York Knicks,119.0,Golden State Warriors,112.0,Box Score,,"18,064",Chase Center,
1018,"Mon, Mar 18, 2024",10:00p,Memphis Grizzlies,111.0,Sacramento Kings,121.0,Box Score,OT,"17,832",Golden 1 Center,
1019,"Mon, Mar 18, 2024",10:30p,Atlanta Hawks,105.0,Los Angeles Lakers,136.0,Box Score,,"18,997",Crypto.com Arena,
1020,"Tue, Mar 19, 2024",7:00p,Charlotte Hornets,92.0,Orlando Magic,112.0,Box Score,,"18,846",Kia Center,
1021,"Tue, Mar 19, 2024",7:00p,Houston Rockets,137.0,Washington Wizards,114.0,Box Score,,"14,137",Capital One Arena,
1022,"Tue, Mar 19, 2024",7:30p,New Orleans Pelicans,104.0,Brooklyn Nets,91.0,Box Score,,"17,732",Barclays Center,
1023,"Tue, Mar 19, 2024",8:00p,Dallas Mavericks,113.0,San Antonio Spurs,107.0,Box Score,,"18,354",Frost Bank Center,
1024,"Tue, Mar 19, 2024",9:00p,Denver Nuggets,115.0,Minnesota Timberwolves,112.0,Box Score,,"18,024",Target Center,
1025,"Wed, Mar 20, 2024",7:00p,Miami Heat,107.0,Cleveland Cavaliers,104.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
1026,"Wed, Mar 20, 2024",7:00p,Indiana Pacers,122.0,Detroit Pistons,103.0,Box Score,,"19,897",Little Caesars Arena,
1027,"Wed, Mar 20, 2024",7:30p,Milwaukee Bucks,119.0,Boston Celtics,122.0,Box Score,,"19,156",TD Garden,
1028,"Wed, Mar 20, 2024",7:30p,Sacramento Kings,123.0,Toronto Raptors,89.0,Box Score,,"18,641",Scotiabank Arena,
1029,"Wed, Mar 20, 2024",8:00p,Utah Jazz,107.0,Oklahoma City Thunder,119.0,Box Score,,"18,203",Paycom Center,
1030,"Wed, Mar 20, 2024",10:00p,Memphis Grizzlies,116.0,Golden State Warriors,137.0,Box Score,,"18,064",Chase Center,
1031,"Wed, Mar 20, 2024",10:00p,Philadelphia 76ers,102.0,Phoenix Suns,115.0,Box Score,,"17,071",Footprint Center,
1032,"Wed, Mar 20, 2024",10:00p,Los Angeles Clippers,116.0,Portland Trail Blazers,103.0,Box Score,,"17,504",Moda Center,
1033,"Thu, Mar 21, 2024",7:00p,New Orleans Pelicans,106.0,Orlando Magic,121.0,Box Score,,"17,094",Kia Center,
1034,"Thu, Mar 21, 2024",7:00p,Sacramento Kings,102.0,Washington Wizards,109.0,Box Score,,"14,495",Capital One Arena,
1035,"Thu, Mar 21, 2024",8:00p,Chicago Bulls,117.0,Houston Rockets,127.0,Box Score,,"17,016",Toyota Center,
1036,"Thu, Mar 21, 2024",8:00p,Brooklyn Nets,108.0,Milwaukee Bucks,115.0,Box Score,,"17,341",Fiserv Forum,
1037,"Thu, Mar 21, 2024",8:30p,Utah Jazz,97.0,Dallas Mavericks,113.0,Box Score,,"20,277",American Airlines Center,
1038,"Thu, Mar 21, 2024",9:00p,New York Knicks,100.0,Denver Nuggets,113.0,Box Score,,"19,811",Ball Arena,
1039,"Thu, Mar 21, 2024",10:30p,Atlanta Hawks,115.0,Phoenix Suns,128.0,Box Score,,"17,071",Footprint Center,
1040,"Fri, Mar 22, 2024",7:00p,Boston Celtics,129.0,Detroit Pistons,102.0,Box Score,,"19,994",Little Caesars Arena,
1041,"Fri, Mar 22, 2024",7:00p,Oklahoma City Thunder,123.0,Toronto Raptors,103.0,Box Score,,"19,601",Scotiabank Arena,
1042,"Fri, Mar 22, 2024",8:00p,New Orleans Pelicans,111.0,Miami Heat,88.0,Box Score,,"19,727",Kaseya Center,
1043,"Fri, Mar 22, 2024",8:00p,Cleveland Cavaliers,91.0,Minnesota Timberwolves,104.0,Box Score,,"18,024",Target Center,
1044,"Fri, Mar 22, 2024",8:00p,Memphis Grizzlies,99.0,San Antonio Spurs,97.0,Box Score,,"17,408",Frost Bank Center,
1045,"Fri, Mar 22, 2024",10:00p,Indiana Pacers,123.0,Golden State Warriors,111.0,Box Score,,"18,064",Chase Center,
1046,"Fri, Mar 22, 2024",10:00p,Los Angeles Clippers,125.0,Portland Trail Blazers,117.0,Box Score,,"18,66",Moda Center,
1047,"Fri, Mar 22, 2024",10:30p,Philadelphia 76ers,94.0,Los Angeles Lakers,101.0,Box Score,,"18,997",Crypto.com Arena,
1048,"Sat, Mar 23, 2024",1:00p,Brooklyn Nets,93.0,New York Knicks,105.0,Box Score,,"19,812",Madison Square Garden (IV),
1049,"Sat, Mar 23, 2024",7:00p,Sacramento Kings,109.0,Orlando Magic,107.0,Box Score,,"18,307",Kia Center,
1050,"Sat, Mar 23, 2024",7:30p,Charlotte Hornets,91.0,Atlanta Hawks,132.0,Box Score,,"17,9",State Farm Arena,
1051,"Sat, Mar 23, 2024",8:00p,Boston Celtics,124.0,Chicago Bulls,113.0,Box Score,,"21,198",United Center,
1052,"Sat, Mar 23, 2024",8:00p,Utah Jazz,119.0,Houston Rockets,147.0,Box Score,,"18,055",Toyota Center,
1053,"Sat, Mar 23, 2024",8:00p,Phoenix Suns,131.0,San Antonio Spurs,106.0,Box Score,,"18,354",Frost Bank Center,
1054,"Sat, Mar 23, 2024",8:00p,Toronto Raptors,109.0,Washington Wizards,112.0,Box Score,,"15,746",Capital One Arena,
1055,"Sat, Mar 23, 2024",10:00p,Denver Nuggets,114.0,Portland Trail Blazers,111.0,Box Score,,"18,629",Moda Center,
1056,"Sun, Mar 24, 2024",3:00p,New Orleans Pelicans,114.0,Detroit Pistons,101.0,Box Score,,"19,922",Little Caesars Arena,
1057,"Sun, Mar 24, 2024",3:30p,Philadelphia 76ers,121.0,Los Angeles Clippers,107.0,Box Score,,"19,37",Crypto.com Arena,
1058,"Sun, Mar 24, 2024",6:00p,Cleveland Cavaliers,84.0,Miami Heat,121.0,Box Score,,"19,645",Kaseya Center,
1059,"Sun, Mar 24, 2024",7:00p,Oklahoma City Thunder,93.0,Milwaukee Bucks,118.0,Box Score,,"17,877",Fiserv Forum,
1060,"Sun, Mar 24, 2024",7:00p,Golden State Warriors,110.0,Minnesota Timberwolves,114.0,Box Score,,"18,024",Target Center,
1061,"Sun, Mar 24, 2024",10:00p,Indiana Pacers,145.0,Los Angeles Lakers,150.0,Box Score,,"18,997",Crypto.com Arena,
1062,"Mon, Mar 25, 2024",7:00p,Charlotte Hornets,92.0,Cleveland Cavaliers,115.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
1063,"Mon, Mar 25, 2024",7:30p,Boston Celtics,118.0,Atlanta Hawks,120.0,Box Score,,"17,405",State Farm Arena,
1064,"Mon, Mar 25, 2024",7:30p,Detroit Pistons,99.0,New York Knicks,124.0,Box Score,,"19,812",Madison Square Garden (IV),
1065,"Mon, Mar 25, 2024",7:30p,Brooklyn Nets,96.0,Toronto Raptors,88.0,Box Score,,"18,376",Scotiabank Arena,
1066,"Mon, Mar 25, 2024",8:00p,Washington Wizards,107.0,Chicago Bulls,105.0,Box Score,,"21,726",United Center,
1067,"Mon, Mar 25, 2024",8:00p,Portland Trail Blazers,92.0,Houston Rockets,110.0,Box Score,,"16,537",Toyota Center,
1068,"Mon, Mar 25, 2024",8:00p,Phoenix Suns,102.0,San Antonio Spurs,104.0,Box Score,,"18,044",Frost Bank Center,
1069,"Mon, Mar 25, 2024",9:00p,Memphis Grizzlies,103.0,Denver Nuggets,128.0,Box Score,,"19,536",Ball Arena,
1070,"Mon, Mar 25, 2024",9:00p,Dallas Mavericks,115.0,Utah Jazz,105.0,Box Score,,"18,206",Delta Center,
1071,"Mon, Mar 25, 2024",10:00p,Philadelphia 76ers,96.0,Sacramento Kings,108.0,Box Score,,"17,832",Golden 1 Center,
1072,"Mon, Mar 25, 2024",10:30p,Indiana Pacers,133.0,Los Angeles Clippers,116.0,Box Score,,"19,37",Crypto.com Arena,
1073,"Tue, Mar 26, 2024",7:30p,Golden State Warriors,113.0,Miami Heat,92.0,Box Score,,"19,813",Kaseya Center,
1074,"Tue, Mar 26, 2024",7:30p,Los Angeles Lakers,128.0,Milwaukee Bucks,124.0,Box Score,2OT,"18,085",Fiserv Forum,
1075,"Tue, Mar 26, 2024",8:00p,Oklahoma City Thunder,119.0,New Orleans Pelicans,112.0,Box Score,,"17,436",Smoothie King Center,
1076,"Tue, Mar 26, 2024",10:00p,Dallas Mavericks,132.0,Sacramento Kings,96.0,Box Score,,"17,832",Golden 1 Center,
1077,"Wed, Mar 27, 2024",7:00p,Cleveland Cavaliers,111.0,Charlotte Hornets,118.0,Box Score,,"15,303",Spectrum Center,
1078,"Wed, Mar 27, 2024",7:00p,Golden State Warriors,101.0,Orlando Magic,93.0,Box Score,,"19,21",Kia Center,
1079,"Wed, Mar 27, 2024",7:00p,Brooklyn Nets,122.0,Washington Wizards,119.0,Box Score,OT,"15,159",Capital One Arena,
1080,"Wed, Mar 27, 2024",7:30p,Portland Trail Blazers,106.0,Atlanta Hawks,120.0,Box Score,,"16,059",State Farm Arena,
1081,"Wed, Mar 27, 2024",7:30p,Los Angeles Clippers,108.0,Philadelphia 76ers,107.0,Box Score,,"21,022",Wells Fargo Center,
1082,"Wed, Mar 27, 2024",7:30p,New York Knicks,145.0,Toronto Raptors,101.0,Box Score,,"19,133",Scotiabank Arena,
1083,"Wed, Mar 27, 2024",8:00p,Indiana Pacers,99.0,Chicago Bulls,125.0,Box Score,,"22,018",United Center,
1084,"Wed, Mar 27, 2024",8:00p,Los Angeles Lakers,136.0,Memphis Grizzlies,124.0,Box Score,,"17,794",FedEx Forum,
1085,"Wed, Mar 27, 2024",8:00p,Detroit Pistons,91.0,Minnesota Timberwolves,106.0,Box Score,,"18,024",Target Center,
